,Movie Name,Eng Name,Country,Time Line,Opening Date,Naver Star,Director,R rated,Actors
232,트래쉬,Trash,영국,113분,2015.05.14 개봉,8.53,스티븐 달드리,15세 관람가,"루니 마라, 마틴 쉰, 릭슨 테베즈, 에두아르도 루이스, 가브리엘 바인슈타인, nan, nan, nan, nan"
233,옥자,Okja,"대한민국, 미국",120분,2017.06.29 개봉,8.46,봉준호,12세 관람가,"틸다 스윈튼, 폴 다노, 안서현, 변희봉, 스티븐 연, nan, nan, nan, nan"
234,정글북,The Jungle Book,미국,106분,2016.06.09 개봉,8.44,존 파브로,12세 관람가,"닐 세티, 빌 머레이, 스칼릿 조핸슨, 벤 킹슬리, 이드리스 엘바, nan, nan, nan, nan"
235,워터월드,Waterworld,미국,136분,1995.09.02 개봉,8.42,케빈 레이놀즈,12세 관람가,"케빈 코스트너, 진 트리플혼, 데니스 호퍼, 티나 마조리노, 릭 아빌스, nan, nan, nan, nan"
236,마션,The Martian,"미국, 영국",144분,2015.10.08 개봉,8.42,리들리 스콧,12세 관람가,"맷 데이먼, 제시카 차스테인, 세바스찬 스탠, 제프 다니엘스, 케이트 마라, nan, nan, nan, nan"
237,에놀라 홈즈,Enola Holmes,영국,123분,,8.42,해리 브래드비어,<class 'str'>,"밀리 바비 브라운, 헨리 카빌, 샘 클라플린, 헬레나 본햄 카터, 루이스 패트리지, nan, nan, nan, nan"
238,노스페이스,Nordwand,"독일, 오스트리아, 스위스",126분,2010.06.03 개봉,8.4,필립 슈톨츨,전체 관람가,"벤노 퓨어만, 플로리안 루카스, 조한나 워카렉, 게오르그 프리드리히, 시몬 슈와르즈, nan, nan, nan, nan"
239,프리즌 이스케이프,Escape From Pretoria,"영국, 오스트레일리아",106분,2020.05.06 개봉,8.34,프란시스 아난,12세 관람가,"다니엘 래드클리프, 다니엘 웨버, 이안 하트, 나단 페이지, 마크 레너드 윈터, nan, nan, nan, nan"
240,로드 투 퍼디션,Road To Perdition,미국,117분,2002.09.13 개봉,8.28,샘 멘데스,15세 관람가,"톰 행크스, 폴 뉴먼, 주드 로, 제니퍼 제이슨 리, 스탠리 투치, nan, nan, nan, nan"
241,해적: 바다로 간 산적,The Pirates,대한민국,130분,2014.08.06 개봉,8.27,이석훈,12세 관람가,"김남길, 손예진, 유해진, 이경영, 오달수, nan, nan, nan, nan"
242,라이온 킹,The Lion King,미국,89분,"2011.12.29 재개봉,  1994.07.09 개봉",8.27,존 파브로,전체 관람가,"조나단 테일러 토마스, 매튜 브로데릭, 제임스 얼 존스, 제레미 아이언스, 모이라 켈리, nan, nan, nan, nan"
243,거울나라의 앨리스,Alice Through the Looking Glass,미국,112분,2016.09.07 개봉,8.26,제임스 보빈,12세 관람가,"조니 뎁, 앤 해서웨이, 미아 와시코브스카, 헬레나 본햄 카터, 사샤 바론 코헨, nan, nan, nan, nan"
244,벤허,BenHur,미국,123분,2016.09.14 개봉,8.25,티무르 베크맘베토브,12세 관람가,"잭 휴스턴, 모건 프리먼, 토비 켑벨, 로드리고 산토로, 나자닌 보니아디, nan, nan, nan, nan"
245,피터와 드래곤,Petes Dragon,미국,103분,2016.09.28 개봉,8.25,데이빗 로워리,전체 관람가,"브라이스 달라스 하워드, 오크스 페글리, 웨스 벤틀리, 칼 어번, 로버트 레드포드, nan, nan, nan, nan"
246,벼랑 위의 포뇨,Ponyo On The Cliff,일본,100분,2008.12.17 개봉,8.23,미야자키 하야오,전체 관람가,"나라 유리아, 도이 히로키, 야마구치 토모코, 토코로 죠지, 아마미 유키, nan, nan, nan, nan"
247,허비 - 첫 시동을 걸다,Herbie Fully Loaded,미국,100분,2005.08.19 개봉,8.22,안젤라 로빈슨,전체 관람가,"린제이 로한, 저스틴 롱, 브레킨 메이어, 맷 딜런, 마이클 키튼, nan, nan, nan, nan"
248,워터호스,The Water Horse Legend Of The Deep,"미국, 영국, 오스트레일리아",111분,2008.03.20 개봉,8.19,제이 러셀,전체 관람가,"알렉스 에텔, 에밀리 왓슨, 프리얀카 시, 제랄딘 브로피, 벤 채플린, nan, nan, nan, nan"
249,127 시간,Hours,"미국, 영국",93분,2011.02.17 개봉,8.17,대니 보일,15세 관람가,"제임스 프랭코, 케이트 마라, 앰버 탐블린, 숀 보트, 콜맨 스팅거, nan, nan, nan, nan"
250,올빼미,The Night Owl,대한민국,118분,2022.11.23 개봉,9.36,안태진,15세 관람가,"류준열, 유해진, 최무성, 조성하, 박명훈, nan, nan, nan, nan"
251,저수지 게임,The Reservoir Game,대한민국,100분,2017.09.07 개봉,9.1,최진성,15세 관람가,"주진우, 조미래, 정재호, 홍익표, 이종걸, nan, nan, nan, nan"
252,미져리,Misery,미국,104분,1991.03.01 개봉,9.02,로브 라이너,청소년 관람불가,"제임스 칸, 캐시 베이츠, 프란시스 스턴하겐, 리차드 판스워스, None, nan, nan, nan, nan"
253,하녀,The Housemaid,대한민국,111분,"2010.06.03 재개봉,  1960.11.03 개봉",8.93,김기영,15세 관람가,"김진규, 이은심, 주증녀, 엄앵란, 안성기, nan, nan, nan, nan"
254,김복남 살인사건의 전말,Bedevilled,대한민국,115분,2010.09.02 개봉,8.77,장철수,청소년 관람불가,"서영희, 지성원, 황화순, 박정학, 배성우, nan, nan, nan, nan"
255,모리타니안,The Mauritanian,미국,129분,2021.03.17 개봉,8.71,캐빈 맥도널드,15세 관람가,"베네딕트 컴버배치, 조디 포스터, 쉐일린 우들리, 타하르 라힘, 제커리 레비, nan, nan, nan, nan"
256,조커,Joker,미국,123분,2019.10.02 개봉,8.66,토드 필립스,15세 관람가,"호아킨 피닉스, 재지 비츠, 로버트 드 니로, 프란시스 콘로이, 브래트 컬렌, nan, nan, nan, nan"
257,범죄의 여왕,The Queen of Crime,대한민국,103분,2016.08.25 개봉,8.61,이요섭,15세 관람가,"박지영, 조복래, 김대현, 허정도, 백수장, nan, nan, nan, nan"
258,배드 지니어스,Chalard Games Goeng,타이,130분,2017.11.02 개봉,8.6,나타우트 폰피리야,15세 관람가,"추티몬 추엥차로엔수키잉, 차논 산티네톤쿨, 에이샤 호수완, 티라돈 수파펀핀요, 파신 쿠안사타폰, nan, nan, nan, nan"
259,프레스티지,The Prestige,"영국, 미국",130분,2006.11.02 개봉,8.58,크리스토퍼 놀란,15세 관람가,"휴 잭맨, 크리스찬 베일, 마이클 케인, 스칼릿 조핸슨, 레베카 홀, nan, nan, nan, nan"
260,올가미,The Hole,대한민국,100분,1997.11.01 개봉,8.56,김성홍,청소년 관람불가,"윤소정, 최지우, 박용우, 문수진, 이승우, nan, nan, nan, nan"
261,레드 스패로,Red Sparrow,미국,140분,2018.02.28 개봉,8.54,프란시스 로렌스,청소년 관람불가,"제니퍼 로렌스, 조엘 에저튼, 마티아스 쇼에나에츠, 샬롯 램플링, 메리 루이스 파커, nan, nan, nan, nan"
262,몽타주,Montage,대한민국,120분,2013.05.16 개봉,8.54,정근섭,15세 관람가,"엄정화, 김상경, 송영창, 조희봉, 유승목, nan, nan, nan, nan"
263,분노,RAGE,일본,142분,2017.03.30 개봉,8.53,이상일,청소년 관람불가,"와타나베 켄, 모리야마 미라이, 마츠야마 켄이치, 아야노 고, 히로세 스즈, nan, nan, nan, nan"
264,더 스파이,The Courier,미국,112분,2021.04.28 개봉,8.51,도미닉 쿡,15세 관람가,"베네딕트 컴버배치, 메랍 니니트쩨, 레이첼 브로스나한, 제시 버클리, 조나단 하든, nan, nan, nan, nan"
265,닥터 슬립,Doctor Sleep,미국,152분,2019.11.07 개봉,8.38,마이크 플래너건,15세 관람가,"이완 맥그리거, 레베카 퍼거슨, 카일리 커란, 에밀리 엘린 린드, 클리프 커티스, nan, nan, nan, nan"
266,리턴,Return,대한민국,113분,2007.08.08 개봉,8.36,이규만,청소년 관람불가,"김명민, 유준상, 김태우, 정유석, 김유미, nan, nan, nan, nan"
267,해피 엔드,Happy End,대한민국,99분,1999.12.11 개봉,8.36,정지우,청소년 관람불가,"최민식, 전도연, 주진모, 주현, None, nan, nan, nan, nan"
268,폴: 600미터,The Fall,"영국, 미국",107분,2022.11.16 개봉,8.31,스콧 만,12세 관람가,"그레이스 펄튼, 버지니아 가드너, 제프리 딘 모건, 메이슨 구딩, 줄리아 페이스 밋첼, nan, nan, nan, nan"
269,나를 찾아줘,Gone Girl,미국,149분,2014.10.23 개봉,8.3,데이빗 핀처,청소년 관람불가,"벤 애플렉, 로자먼드 파이크, 닐 패트릭 해리스, 타일러 페리, 미시 파일, nan, nan, nan, nan"
270,더 테러 라이브,The Terror,대한민국,97분,2013.07.31 개봉,8.29,김병우,15세 관람가,"하정우, 이경영, 전혜진, 이다윗, 김소진, nan, nan, nan, nan"
271,더 재킷,The Jacket,"미국, 영국, 독일",102분,2008.01.10 개봉,8.28,존 메이버리,15세 관람가,"애드리언 브로디, 키이라 나이틀리, 크리스 크리스토퍼슨, 제니퍼 제이슨 리, 켈리 린치, nan, nan, nan, nan"
272,제로 다크 서티,Zero Dark Thirty,미국,157분,2013.03.07 개봉,8.24,캐스린 비글로우,15세 관람가,"제시카 차스테인, 제이슨 클락, 조엘 에저튼, 크리스 프랫, 제니퍼 엘, nan, nan, nan, nan"
273,노인을 위한 나라는 없다,No Country For Old Men,미국,122분,"2018.08.09 재개봉,  2008.02.21 개봉",8.23,에단 코엔,청소년 관람불가,"토미 리 존스, 하비에르 바르뎀, 조슈 브롤린, 우디 해럴슨, 켈리 맥도날드, nan, nan, nan, nan"
274,팅커 테일러 솔저 스파이,Tinker Tailor Soldier Spy,"영국, 프랑스, 독일",127분,"2021.04.08 재개봉,  2012.02.09 개봉",8.21,토마스 알프레드슨,15세 관람가,"게리 올드만, 톰 하디, 콜린 퍼스, 마크 스트롱, 베네딕트 컴버배치, nan, nan, nan, nan"
275,랜섬,Ransom,미국,121분,1996.12.07 개봉,8.2,론 하워드,15세 관람가,"멜 깁슨, 르네 루소, 게리 시나이즈, 델로이 린도, 릴리 테일러, nan, nan, nan, nan"
276,작전명 발키리,Valkyrie,"미국, 독일",120분,2009.01.22 개봉,8.18,브라이언 싱어,12세 관람가,"톰 크루즈, 케네스 브래너, 빌 나이, 톰 윌킨슨, 캐리스 밴 허슨, nan, nan, nan, nan"
277,무언의 목격자,Mute Witness,"독일, 영국, 미국, 러시아 연방",90분,1996.04.05 개봉,8.18,안소니 월러,청소년 관람불가,"마리나 슈디나, 페이 리플리, 에반 리처즈, 올레그 얀코브스키, 알렉 기네스, nan, nan, nan, nan"
278,롱 키스 굿나잇,The Long Kiss Goodnight,미국,120분,1996.12.14 개봉,8.18,레니 할린,청소년 관람불가,"지나 데이비스, 사무엘 L. 잭슨, 패트릭 말라하이드, 크레이그 비에코, 브라이언 콕스, nan, nan, nan, nan"
279,콰이어트 플레이스 2,A Quiet Place Part II,미국,97분,2021.06.16 개봉,8.14,존 크래신스키,15세 관람가,"에밀리 블런트, 킬리언 머피, 밀리센트 시몬스, 노아 주프, 디몬 하운수, nan, nan, nan, nan"
280,트위스터,Twister,미국,107분,1996.07.13 개봉,8.14,쟝 드봉,12세 관람가,"헬렌 헌트, 빌 팩스톤, 캐리 엘위스, 제이미 거츠, 로이스 스미스, nan, nan, nan, nan"
281,블라인드 멜로디,Andhadhun,인도,139분,2019.08.28 개봉,8.13,스리람 라그하반,15세 관람가,"아유쉬만 커라나, 타부, 라디카 압테, 아닐 다완, 아슈위니 칼세카, nan, nan, nan, nan"
282,아나콘다,Anaconda,"미국, 브라질, 페루",89분,1997.08.09 개봉,8.13,루이스 로사,12세 관람가,"제니퍼 로페즈, 아이스 큐브, 존 보이트, 에릭 스톨츠, 조나단 하이드, nan, nan, nan, nan"
283,퍼펙트 스톰,The Perfect Storm,미국,130분,2000.07.29 개봉,8.13,볼프강 페터젠,12세 관람가,"조지 클루니, 마크 월버그, 존 C. 라일리, 다이안 레인, 윌리암 피츠너, nan, nan, nan, nan"
284,프리즈너스,Prisoners,미국,153분,2013.10.02 개봉,8.12,드니 빌뇌브,청소년 관람불가,"휴 잭맨, 제이크 질렌할, 비올라 데이비스, 마리아 벨로, 테렌스 하워드, nan, nan, nan, nan"
285,딥 라이징,Deep Rising,미국,101분,1999.04.17 개봉,8.11,스티븐 소머즈,청소년 관람불가,"트리트 윌리암스, 팜케 얀센, 안소니 힐드, 케빈 J. 오코너, 웨스 스투디, nan, nan, nan, nan"
286,아웃브레이크,Outbreak,미국,125분,1995.04.01 개봉,8.1,볼프강 페터젠,12세 관람가,"더스틴 호프만, 르네 루소, 모건 프리먼, 쿠바 구딩 쥬니어, 패트릭 뎀시, nan, nan, nan, nan"
287,밀레니엄 : 여자를 증오한 남자들,The Girl With The Dragon Tattoo,"미국, 스웨덴, 영국, 독일",158분,2012.01.11 개봉,8.09,데이빗 핀처,청소년 관람불가,"다니엘 크레이그, 루니 마라, 크리스토퍼 플러머, 스티븐 버코프, 스텔란 스카스가드, nan, nan, nan, nan"
288,블라인드,Blind,대한민국,111분,2011.08.10 개봉,8.08,안상훈,청소년 관람불가,"김하늘, 유승호, 조희봉, 양영조, 김미경, nan, nan, nan, nan"
289,썸 오브 올 피어스,The Sum Of All Fears,미국,123분,2002.08.02 개봉,8.08,필 알덴 로빈슨,12세 관람가,"벤 애플렉, 모건 프리먼, 제임스 크롬웰, 리브 슈라이버, 브리짓 모이나한, nan, nan, nan, nan"
290,인썸니아,Insomnia,미국,118분,2002.08.15 개봉,8.05,크리스토퍼 놀란,15세 관람가,"알 파치노, 로빈 윌리엄스, 힐러리 스웽크, 마우라 티어니, 마틴 도노반, nan, nan, nan, nan"
291,히든 페이스,La cara oculta,"콜롬비아, 스페인",97분,2014.09.12 개봉,8.05,안드레스 바이즈,청소년 관람불가,"마르티나 가르시아, 킴 구티에레즈, 클라라 라고, 마르셀라 마르, 험베르토 도라도, nan, nan, nan, nan"
292,프리즈 프레임,Freeze Frame,"영국, 아일랜드",99분,2005.07.07 개봉,8.03,존 심슨,15세 관람가,"리 에반스, 이안 맥네이스, 레이챌 스터링, 콜린 살몬, 숀 맥긴리, nan, nan, nan, nan"
293,섹스 마네킹,Love Object,미국,90분,2005.07.15 개봉,8.02,로버트 파리기,청소년 관람불가,"데스몬드 헤링턴, 멜리사 세이지밀러, 우도 키에르, 립 톤, 로버트 배그넬, nan, nan, nan, nan"
294,머시니스트,The Machinist,스페인,101분,2005.04.09 개봉,8.0,브래드 앤더슨,15세 관람가,"크리스찬 베일, 제니퍼 제이슨 리, 아이타나 산체스 지욘, 존 샤리언, 마이클 아이언사이드, nan, nan, nan, nan"
295,덫: 치명적인 유혹,Trap,대한민국,107분,2015.09.17 개봉,8.0,봉만대,청소년 관람불가,"유하준, 정민결, 나상규, 강용규, 조수정, nan, nan, nan, nan"
296,존 윅,John Wick,미국,107분,"2020.07.29 재개봉, 2020.03.19 재개봉, 2017.03.30 재개봉,  2015.01.21 개봉",7.98,데이빗 레이치,청소년 관람불가,"키아누 리브스, 미카엘 니크비스트, 알피 알렌, 윌렘 대포, 아드리안 팔리키, nan, nan, nan, nan"
297,함정,Arlington Road,미국,120분,1999.10.16 개봉,7.95,마크 펠링톤,12세 관람가,"제프 브리지스, 팀 로빈스, 조안 쿠삭, 홉 데이비스, 로버트 고셋, nan, nan, nan, nan"
298,본 콜렉터,The Bone Collector,미국,118분,2000.01.01 개봉,7.95,필립 노이스,청소년 관람불가,"덴젤 워싱턴, 안젤리나 졸리, 퀸 라티파, 마이클 루커, 마이크 맥글론, nan, nan, nan, nan"
299,거미숲,Spider Forest,대한민국,112분,2004.09.03 개봉,7.95,송일곤,청소년 관람불가,"감우성, 서정, 강경헌, 장현성, 조성하, nan, nan, nan, nan"
300,달콤한 인생,A Bittersweet Life,대한민국,120분,2005.04.01 개봉,8.83,김지운,청소년 관람불가,"이병헌, 김영철, 신민아, 김뢰하, 이기영, nan, nan, nan, nan"
301,18 : 우리들의 성장 느와르,Eighteen Noir,대한민국,104분,2014.08.14 개봉,8.3,한윤선,청소년 관람불가,"이재응, 차엽, 이익준, 사현진, 배유람, nan, nan, nan, nan"
302,하이힐,Highheel,대한민국,125분,"2014.06.18 재개봉,  2014.06.03 개봉",7.78,장진,청소년 관람불가,"차승원, 오정세, 이솜, 송영창, 김응수, nan, nan, nan, nan"
303,사생결단,Bloody Tie,대한민국,117분,2006.04.27 개봉,7.43,최호,청소년 관람불가,"류승범, 황정민, 김희라, 추자현, 이도경, nan, nan, nan, nan"
304,창수,Tumbleweed,대한민국,103분,2013.11.28 개봉,7.12,이덕희,청소년 관람불가,"임창정, 안내상, 정성화, 손은서, 태성, nan, nan, nan, nan"
305,친구2,FRIEND  THE GREAT LEGACY,대한민국,124분,2013.11.14 개봉,6.2,곽경택,청소년 관람불가,"유오성, 주진모, 김우빈, 장영남, 정호빈, nan, nan, nan, nan"
306,런던 블러바드,London Boulevard,"미국, 영국",103분,"2013.01.03 재개봉,  2012.09.20 개봉",5.89,윌리엄 모나한,청소년 관람불가,"콜린 파렐, 키이라 나이틀리, 레이 윈스턴, 제이미 캠벨 바우어, 데이빗 듈리스, nan, nan, nan, nan"
307,미옥,A Special Lady,대한민국,91분,2017.11.09 개봉,4.96,이안규,청소년 관람불가,"김혜수, 이선균, 이희준, 최무성, 김민석, nan, nan, nan, nan"
308,깡치,Kkangchi,대한민국,90분,2016.09.08 개봉,3.69,연정모,청소년 관람불가,"손우혁, 박정수, 김태현, 김채근, 고현민, nan, nan, nan, nan"
309,얼굴없는 보스,The faceless boss,대한민국,100분,2019.11.21 개봉,3.23,송창용,15세 관람가,"천정명, 진이한, 이하율, 곽희성, 이시아, nan, nan, nan, nan"
310,할머니의 먼 집,DEAR GRANDMA,대한민국,92분,2016.09.29 개봉,9.62,이소현,전체 관람가,"박삼순, 이소현, 장춘옥, 장춘기, 장병업, nan, nan, nan, nan"
311,밥정,The Wandering Chef,대한민국,82분,2020.10.07 개봉,9.6,박혜령,전체 관람가,"임지호, None, None, None, None, nan, nan, nan, nan"
312,주전장,Shusenjo The Main Battleground of Comfort Women Issue,미국,121분,2019.07.25 개봉,9.46,미키 데자키,전체 관람가,"None, None, None, None, None, nan, nan, nan, nan"
313,사이버 지옥: N번방을 무너뜨려라,Cyber Hell Exposing An Internet Horror,대한민국,104분,,9.42,최진성,청소년 관람불가,"김상훈, None, None, None, None, nan, nan, nan, nan"
314,가나의 혼인잔치: 언약,Before The Wrath,미국,73분,2020.11.26 개봉,9.39,브렌트 밀러 주니어,전체 관람가,"션 알다란, 잭 힙스, 젬마 리주토, 케빈 헤이어, J.D 파락, nan, nan, nan, nan"
315,다시 태어나도 우리,Becoming Who I Was,대한민국,95분,2017.09.27 개봉,9.36,문창용,전체 관람가,"파드마 앙뚜, 우르갼 릭젠, None, None, None, nan, nan, nan, nan"
316,울지마 톤즈,Dont Cry for Me Sudan,대한민국,91분,2010.09.09 개봉,9.35,구수환,전체 관람가,"이금희, 이태석, None, None, None, nan, nan, nan, nan"
317,교회오빠,A Job Who Is near Us,대한민국,85분,2019.05.16 개봉,9.32,이호경,전체 관람가,"이관희, 오은주, 이소연, None, None, nan, nan, nan, nan"
318,폴란드로 간 아이들,The Children Gone to Poland,대한민국,79분,2018.10.31 개봉,9.31,추상미,전체 관람가,"이송, 추상미, 욜란타 크리소바타, 요제프 브로비치, 스타니스와프 바할, nan, nan, nan, nan"
319,브레이크 더 사일런스: 더 무비,BREAK THE SILENCE THE MOVIE,대한민국,89분,2020.09.24 개봉,9.3,박준수,전체 관람가,"RM, 진, 슈가, 제이홉, 지민, nan, nan, nan, nan"
320,자백,Spy Nation,대한민국,106분,2016.10.13 개봉,9.28,최승호,15세 관람가,"최승호, 김기춘, 원세훈, None, None, nan, nan, nan, nan"
321,더 코브: 슬픈 돌고래의 진실,The Cove,미국,91분,2009.10.29 개봉,9.27,루이 시호요스,12세 관람가,"조 치숌, 맨디-래 크루이크생크, 이사벨 루카스, 리처드 오베리, 헤이든 파네티어, nan, nan, nan, nan"
322,퀸 락 몬트리올,Queen Rock Montreal,영국,95분,"2011.11.24 재개봉,  2009.07.30 개봉",9.27,솔 스위머,전체 관람가,"존 디콘, 브라이언 메이, 프레디 머큐리, 로저 테일러, None, nan, nan, nan, nan"
323,마이클 잭슨의 디스 이즈 잇,Michael Jacksons This Is It,미국,111분,2009.10.28 개봉,9.26,케니 오테가,전체 관람가,"마이클 잭슨, 오리안디, None, None, None, nan, nan, nan, nan"
324,브링 더 소울 : 더 무비,BRING THE SOUL  THE MOVIE,대한민국,101분,"2020.08.28 재개봉,  2019.08.07 개봉",9.25,박준수,전체 관람가,"RM, 진, 슈가, 제이홉, 지민, nan, nan, nan, nan"
325,부활: 그 증거,Stigma,대한민국,99분,2020.10.08 개봉,9.24,김상철,전체 관람가,"권오중, 이성혜, 이용규, 이어령, 천정은, nan, nan, nan, nan"
326,땐뽀걸즈,Dance sports Girls,대한민국,85분,2017.09.27 개봉,9.24,이승문,12세 관람가,"이규호, 김현빈, 박혜영, 박시영, 심예진, nan, nan, nan, nan"
327,트루맛쇼,The Truetaste Show,대한민국,70분,2011.06.02 개봉,9.24,김재환,12세 관람가,"박나림, None, None, None, None, nan, nan, nan, nan"
328,"님아, 그 강을 건너지 마오",My Love,대한민국,86분,2014.11.27 개봉,9.24,진모영,전체 관람가,"조병만, 강계열, None, None, None, nan, nan, nan, nan"
329,잉여들의 히치하이킹,Lazy hitchhikers tour de europe,대한민국,105분,2013.11.28 개봉,9.23,이호재,12세 관람가,"이호재, 이현학, 하승엽, 김휘, None, nan, nan, nan, nan"
330,뚜르: 내 생애 최고의 49일,Le Tour My Last  Days,대한민국,97분,2017.02.01 개봉,9.21,임정하,12세 관람가,"이윤혁, 이장훈, 윤학병, 임영석, 이남규, nan, nan, nan, nan"
331,슈퍼소닉,Supersonic,영국,122분,2016.11.24 개봉,9.21,맷 화이트크로스,15세 관람가,"노엘 갤러거, 리암 갤러거, 본헤드, 페기 갤러거, 토니 맥캐롤, nan, nan, nan, nan"
332,"서서평, 천천히 평온하게",,대한민국,78분,2017.04.26 개봉,9.2,홍주연,전체 관람가,"하정우, 윤안나, 안은새, None, None, nan, nan, nan, nan"
333,너에게 가는 길,Coming to you,대한민국,93분,2021.11.17 개봉,9.19,변규리,12세 관람가,"정은애, 강선화, 봉레오, 정예준, 곽인선, nan, nan, nan, nan"
334,칠곡 가시나들,Granny Poetry Club,대한민국,100분,2019.02.27 개봉,9.18,김재환,전체 관람가,"박금분, 곽두조, 강금연, 안윤선, 박월선, nan, nan, nan, nan"
335,트와이스랜드,TWICELAND,대한민국,109분,2018.12.07 개봉,9.17,나연(본인),전체 관람가,"나연, 정연, 모모, 사나, 지효, nan, nan, nan, nan"
336,식코,Sicko,미국,120분,2008.04.03 개봉,9.16,마이클 무어,12세 관람가,"마이클 무어, 레지 서반티스, 존 그레이엄, 윌리엄 마허, 린다 피노, nan, nan, nan, nan"
337,비상,Fly Up,대한민국,100분,2006.12.14 개봉,9.14,임유철,전체 관람가,"오만석, 안종복, 장외룡, 임중용, 김학철, nan, nan, nan, nan"
338,트윈스터즈,Twinsters,"미국, 대한민국, 영국",89분,2016.03.03 개봉,9.13,사만다 푸터먼,12세 관람가,"사만다 푸터먼, 아나이스 보르디에, 카노아 구, None, None, nan, nan, nan, nan"
339,전투왕,,대한민국,73분,2022.02.17 개봉,9.11,이상호,12세 관람가,"이한열, 배은심, 이상호, 전두환, None, nan, nan, nan, nan"
340,피아니스트 세이모어의 뉴욕 소네트,Seymour An Introduction,미국,84분,2016.04.07 개봉,9.09,에단 호크,전체 관람가,"세이모어 번스타인, 에단 호크, None, None, None, nan, nan, nan, nan"
341,피의 연대기,For Vaginas Sake,대한민국,84분,2018.01.18 개봉,9.09,김보람,12세 관람가,"여경주, 김보람, 심이안, 박현지, 이슬기, nan, nan, nan, nan"
342,공범자들,Criminal Conspiracy,대한민국,106분,2017.08.17 개봉,9.08,최승호,15세 관람가,"이명박, 김재철, 김장겸, 고대영, None, nan, nan, nan, nan"
343,젝스키스 에이틴,SECHSKIES Eighteen,대한민국,100분,2018.01.18 개봉,9.07,은지원,전체 관람가,"은지원, 이재진, 장수원, 김재덕, 강성훈, nan, nan, nan, nan"
344,댄서,Dancer,"영국, 미국, 러시아 연방, 우크라이나",85분,2017.04.13 개봉,9.06,스티븐 캔터,15세 관람가,"세르게이 폴루닌, None, None, None, None, nan, nan, nan, nan"
345,"제자, 옥한흠",,대한민국,92분,2014.10.30 개봉,9.05,김상철,전체 관람가,"권오중, 성유리, 옥한흠, 김영순, 하용조, nan, nan, nan, nan"
346,나는 고양이로소이다,I am a Cat,대한민국,90분,2017.06.08 개봉,9.04,조은성,전체 관람가,"김하연, 박선미, 장혁진, 이용한, 박용준, nan, nan, nan, nan"
347,타샤 튜더,Tasha Tudor A Still Water Story,일본,104분,2018.09.13 개봉,9.03,마츠타니 미츠에,전체 관람가,"타샤 튜더, None, None, None, None, nan, nan, nan, nan"
348,서칭 포 슈가맨,Searching for Sugar Man,"스웨덴, 영국",86분,2012.10.11 개봉,9.03,말릭 벤젤룰,전체 관람가,"말릭 벤젤룰, 로드리게즈, None, None, None, nan, nan, nan, nan"
349,인생 후르츠,Life Is Fruity,일본,90분,2018.12.06 개봉,9.03,후시하라 켄시,전체 관람가,"키키 키린, None, None, None, None, nan, nan, nan, nan"
350,고양이 춤,Dancing Cat,대한민국,76분,2011.11.17 개봉,9.02,윤기형,전체 관람가,"이용한, 윤기형, 길고양이들, None, None, nan, nan, nan, nan"
351,빅뱅 메이드,BIGBANG MADE,대한민국,114분,2016.06.30 개봉,9.02,변진호,12세 관람가,"G-DRAGON, 태양, T.O.P, 대성, 승리, nan, nan, nan, nan"
352,인사이드 잡,Inside Job,미국,108분,2011.05.19 개봉,9.02,찰스 퍼거슨,12세 관람가,"맷 데이먼, 윌리엄 액크먼, 다니엘 엘퍼트, 조나단 엘퍼트, 시그리두르 베네딕도티르, nan, nan, nan, nan"
353,말하는 건축가,Talking Architect,대한민국,95분,2012.03.08 개봉,9.01,정재은,전체 관람가,"정기용, 승효상, 유걸, None, None, nan, nan, nan, nan"
354,김정일리아,Kimjongilia,미국,76분,2011.06.23 개봉,8.97,NC 헤이킨,전체 관람가,"강철환, 김철웅, 변옥선, 신동혁, None, nan, nan, nan, nan"
355,우리 학교,Our School,대한민국,131분,2007.03.29 개봉,8.96,김명준,전체 관람가,"김명준, 변재훈, 오려실, 리지옥, 김혜연, nan, nan, nan, nan"
356,"그날, 바다",Intention,대한민국,110분,2018.04.12 개봉,8.94,김지영,15세 관람가,"정우성, None, None, None, None, nan, nan, nan, nan"
357,우린 액션배우다,Action Boys,대한민국,110분,2008.08.28 개봉,8.93,정병길,12세 관람가,"권귀덕, 곽진석, 성일, 전세진, 권태호, nan, nan, nan, nan"
358,노무현입니다,OUR PRESIDENT,대한민국,109분,2017.05.25 개봉,8.92,이창재,12세 관람가,"노무현, None, None, None, None, nan, nan, nan, nan"
359,태양 아래,V paprscich slunce,"체코, 러시아 연방, 독일, 라트비아, 북한",92분,2016.04.27 개봉,8.9,비탈리 만스키,전체 관람가,"None, None, None, None, None, nan, nan, nan, nan"
360,서유기 2 - 선리기연,A Chinese Odyssey Part Two  Cinderella,홍콩,99분,2010.06.01 개봉,9.37,유진위,15세 관람가,"주성치, 주인, 나가영, 유진위, 남결영, nan, nan, nan, nan"
361,트루먼 쇼,The Truman Show,미국,103분,"2018.12.13 재개봉,  1998.10.24 개봉",9.35,피터 위어,12세 관람가,"짐 캐리, 에드 해리스, 로라 리니, 노아 엠머리히, 나타샤 맥켈혼, nan, nan, nan, nan"
