,Movie Name,Eng Name,Country,Time Line,Opening Date,Naver Star,Director,R rated,Actors
725,폴리스 스토리,Police Story,인도,185분,,9.31,성룡,15세 관람가,"주니어 N.T.R., 람 차란 테자, 알리아 바트, 아제이 데브건, 사무시라카니, nan, nan, nan, nan"
726,다이 하드,Die Hard,미국,177분,1995.06.17 개봉,9.31,존 맥티어난,15세 관람가,"멜 깁슨, 소피 마르소, 패트릭 맥구한, 캐서린 맥코맥, 앵거스 맥페이든, nan, nan, nan, nan"
727,보디가드,The Bodyguard From Beijing,"미국, 독일",115분,"2016.07.14 재개봉,  2007.09.12 개봉",9.3,원규,12세 관람가,"맷 데이먼, 줄리아 스타일스, 데이빗 스트라탄, 스콧 글렌, 패디 콘시딘, nan, nan, nan, nan"
728,동방불패,Swordsman II,대한민국,116분,2006.11.23 개봉,9.29,정소동,15세 관람가,"김래원, 김해숙, 허이재, 김병옥, 김정태, nan, nan, nan, nan"
729,영웅: 샐러멘더의 비밀,Pyataya Kazn,대한민국,119분,2010.08.04 개봉,9.29,알렉산드르 야킴추크,청소년 관람불가,"원빈, 김새론, 김태훈, 김희원, 김성오, nan, nan, nan, nan"
730,취권 2,II Drunken Master II,"미국, 영국",147분,"2020.08.12 재개봉, 2020.01.29 재개봉,  2010.07.21 개봉",9.27,유가량,12세 관람가,"레오나르도 디카프리오, 와타나베 켄, 조셉 고든 레빗, 마리옹 꼬띠아르, 엘리엇 페이지, nan, nan, nan, nan"
731,RRR: 라이즈 로어 리볼트,RRR,미국,116분,1995.09.08 개봉,9.27,SS 라자몰리,15세 관람가,"덴젤 워싱턴, 진 핵크만, 조지 던자, 비고 모텐슨, 제임스 갠돌피니, nan, nan, nan, nan"
732,브레이브하트,Braveheart,홍콩,87분,"2009.03.27 재개봉,  1993.09.25 개봉",9.26,멜 깁슨,15세 관람가,"장국영, 임청하, 오진우, 여녀령, 고웅, nan, nan, nan, nan"
733,본 얼티메이텀,The Bourne Ultimatum,홍콩,106분,2009.04.16 개봉,9.25,폴 그린그래스,12세 관람가,"견자단, 임달화, 슝다이린, 번소황, 진지휘, nan, nan, nan, nan"
734,해바라기,Sunflower,미국,138분,1997.08.09 개봉,9.25,강석범,15세 관람가,"존 트라볼타, 니콜라스 케이지, 조안 알렌, 알렉산드로 니볼라, 지나 거손, nan, nan, nan, nan"
735,아저씨,The Man from Nowhere,프랑스,93분,"2020.03.19 재개봉,  2008.04.09 개봉",9.25,이정범,청소년 관람불가,"리암 니슨, 매기 그레이스, 릴랜드 오서, 존 그리스, 데이빗 워쇼프스키, nan, nan, nan, nan"
736,인셉션,Inception,미국,105분,1987.07.17 개봉,9.24,크리스토퍼 놀란,청소년 관람불가,"아놀드 슈왈제네거, 칼 웨더스, 엘피디아 칼리로, 빌 듀크, 제시 벤추라, nan, nan, nan, nan"
737,크림슨 타이드,Crimson Tide,홍콩,90분,1990.10.13 개봉,9.23,토니 스콧,15세 관람가,"유덕화, 오천련, 황광량, 오맹달, None, nan, nan, nan, nan"
738,백발마녀전,The Bride With White Hair,"미국, 독일",139분,1998.10.24 개봉,9.23,우인태,15세 관람가,"사무엘 L. 잭슨, 케빈 스페이시, 데이빗 모스, 론 리프킨, 존 스펜서, nan, nan, nan, nan"
739,엽문,The Legend Of Ip Man,홍콩,94분,"2016.02.17 재개봉, 2009.03.27 재개봉, 2008.08.08 재개봉,  1987.05.23 개봉",9.22,엽위신,15세 관람가,"적룡, 주윤발, 장국영, 주보의, 이자웅, nan, nan, nan, nan"
740,페이스 오프,FaceOff,미국,131분,1998.12.24 개봉,9.22,오우삼,15세 관람가,"윌 스미스, 진 핵크만, 존 보이트, 레지나 킹, 로렌 딘, nan, nan, nan, nan"
741,테이큰,Taken,대한민국,121분,2017.10.03 개봉,9.21,피에르 모렐,청소년 관람불가,"마동석, 윤계상, 조재윤, 최귀화, 임형준, nan, nan, nan, nan"
742,프레데터,Predator,미국,130분,1993.09.11 개봉,9.21,존 맥티어난,15세 관람가,"해리슨 포드, 토미 리 존스, 셀라 워드, 줄리안 무어, 조 판톨리아노, nan, nan, nan, nan"
743,천장지구,To Love With No Regret,일본,103분,2009.03.12 개봉,9.2,진목승,15세 관람가,"치넨 유리, 나가세 토모야, 오오츠카 아키오, 다케나카 나오토, 야마데라 코이치, nan, nan, nan, nan"
744,네고시에이터,The Negotiator,미국,115분,1994.06.25 개봉,9.19,F. 게리 그레이,15세 관람가,"키아누 리브스, 데니스 호퍼, 산드라 블록, 조 모튼, 제프 다니엘스, nan, nan, nan, nan"
745,영웅본색,A Better Tomorrow,미국,147분,2018.07.25 개봉,9.18,오우삼,15세 관람가,"톰 크루즈, 헨리 카빌, 사이먼 페그, 레베카 퍼거슨, 빙 라메스, nan, nan, nan, nan"
746,에너미 오브 스테이트,Enemy Of The State,미국,138분,2015.04.01 개봉,9.15,토니 스콧,15세 관람가,"빈 디젤, 폴 워커, 드웨인 존슨, 제이슨 스타뎀, 미셸 로드리게즈, nan, nan, nan, nan"
747,범죄도시,THE OUTLAWS,"독일, 네덜란드, 벨기에",89분,"2013.05.16 재개봉,  1998.02.28 개봉",9.14,강윤성,15세 관람가,"틸 슈바이거, 잔 조세프 리퍼스, 티에리 반 베어베케, 모리츠 블라이브트로이, 허브 스타펠, nan, nan, nan, nan"
748,도망자,The Fugitive,미국,112분,1993.06.12 개봉,9.14,앤드루 데이비스,12세 관람가,"실베스터 스탤론, 존 리스고, 마이클 루커, 재닌 터너, 렉스 린, nan, nan, nan, nan"
749,스트레인저 - 무황인담,Sword Of The Stranger,일본,205분,2004.04.16 개봉,9.13,안도 마사히로,<class 'str'>,"미후네 도시로, 시무라 타카시, 츠시마 케이코, 시마자키 유키코, 후지와라 카마타리, nan, nan, nan, nan"
750,스피드,Speed,미국,115분,1997.06.28 개봉,9.12,쟝 드봉,15세 관람가,"니콜라스 케이지, 존 쿠삭, 존 말코비치, 스티브 부세미, 빙 라메스, nan, nan, nan, nan"
751,미션 임파서블: 폴아웃,Mission Impossible  Fallout,대한민국,96분,1998.04.11 개봉,9.12,크리스토퍼 맥쿼리,청소년 관람불가,"김보성, 권민중, 박용우, 양택조, 김일우, nan, nan, nan, nan"
752,분노의 질주: 더 세븐,Fast  Furious,홍콩,106분,"2013.08.29 재개봉,  1973.07.27 개봉",9.11,제임스 완,15세 관람가,"이소룡, 묘가수, None, None, None, nan, nan, nan, nan"
753,노킹 온 헤븐스 도어,Knockin On Heavens Door,홍콩,111분,"2016.08.25 재개봉,  1989.07.29 개봉",9.11,토머스 얀,청소년 관람불가,"주윤발, 이수현, 엽천문, 증강, 성규안, nan, nan, nan, nan"
754,클리프행어,Cliffhanger,미국,137분,2017.03.01 개봉,9.11,레니 할린,청소년 관람불가,"휴 잭맨, 다프네 킨, 패트릭 스튜어트, 보이드 홀브룩, 스티븐 머천트, nan, nan, nan, nan"
755,7인의 사무라이,Seven Samurai,홍콩,103분,1994.12.24 개봉,9.1,구로사와 아키라,15세 관람가,"이연걸, 전소호, 채소분, 진패, 주비리, nan, nan, nan, nan"
756,콘 에어,Con Air,미국,121분,1980.05.31 개봉,9.1,사이먼 웨스트,12세 관람가,"실베스터 스탤론, 탈리아 샤이어, 버트 영, 칼 웨더스, 버제스 메러디스, nan, nan, nan, nan"
757,투캅스 3,Two Cops,오스트레일리아,100분,2018.09.06 개봉,9.09,김상진,15세 관람가,"로건 마샬 그린, 베티 가브리엘, 해리슨 길벗슨, 마이클 M. 포스터, 베네딕트 하디에, nan, nan, nan, nan"
758,정무문,Fist Of Fury,미국,126분,1992.07.11 개봉,9.09,나유,15세 관람가,"마이클 키튼, 대니 드비토, 미셸 파이퍼, 크리스토퍼 월켄, 마이클 고, nan, nan, nan, nan"
759,첩혈쌍웅,The Killer,,,,9.09,오우삼,,
760,로건,Logan,,,,9.07,제임스 맨골드,,
761,이연걸의 정무문,Fist Of Legend,,,,9.07,진가상,,
762,록키 2,Rocky II,,,,9.07,실베스터 스탤론,,
763,업그레이드,Upgrade,,,,9.06,리 워넬,,
764,배트맨 2,Batman Returns,,,,9.06,팀 버튼,,
